Gene_name	cluster_number
HEY2	4
HEYL	4
HFE	16
HFM1	7
HGC6.3	30
HGD	23
HGF	22
HGFAC	22
HGH1	45
HGS	3
HGSNAT	32
HHAT	37
HHATL	39
HHEX	32
HHIP	55
HHIPL1	55
HHIPL2	48
HHLA1	9
HHLA2	16
HHLA3	30
HIBADH	29
HIBCH	2
HIC1	27
HIC2	27
HID1	36
HIF1A	4
HIF1AN	29
HIF3A	10
HIGD1A	6
HIGD1B	4
HIGD1C	6
HIGD2A	44
HIGD2B	32
HIKESHI	25
HILPDA	9
HINFP	53
HINT1	7
HINT2	7
HINT3	46
HIP1	20
HIP1R	20
HIPK1	7
HIPK2	7
HIPK3	7
HIPK4	7
HIRA	7
HIRIP3	6
HIVEP1	20
HIVEP2	53
HIVEP3	20
HJURP	9
HJV	4
HK1	15
HK2	15
HK3	15
HKDC1	15
HLA-A	16
HLA-B	16
HLA-C	16
HLA-DMA	16
HLA-DMB	16
HLA-DOA	16
HLA-DOB	16
HLA-DPA1	16
HLA-DPB1	16
HLA-DQA1	16
HLA-DQA2	16
HLA-DQB1	16
HLA-DQB2	16
HLA-DRA	16
HLA-DRB1	16
HLA-DRB3	16
HLA-DRB5	16
HLA-E	16
HLA-F	16
HLA-G	16
HLCS	45
HLF	10
HLTF	7
HLX	32
HM13	3
HMBOX1	1
HMBS	3
HMCES	3
HMCN1	55
HMCN2	19
HMG20A	15
HMG20B	15
HMGA1	9
HMGA2	16
HMGB1	15
HMGB2	7
HMGB3	15
HMGB4	15
HMGCL	29
HMGCLL1	29
HMGCR	57
HMGCS1	3
HMGCS2	3
HMGN1	30
HMGN2	16
HMGN3	16
HMGN4	16
HMGN5	9
HMGXB3	16
HMGXB4	6
HMHB1	30
HMMR	10
HMOX1	21
HMOX2	21
HMSD	4
HMX1	10
HMX2	10
HMX3	4
HNF1A	1
HNF1B	1
HNF4A	4
HNF4G	4
HNMT	1
HNRNPA0	7
HNRNPA1	7
HNRNPA1L2	7
HNRNPA2B1	7
HNRNPA3	7
HNRNPAB	7
HNRNPC	25
HNRNPCL1	25
HNRNPCL2	25
HNRNPCL3	25
HNRNPCL4	25
HNRNPD	7
HNRNPDL	7
HNRNPF	28
HNRNPH1	28
HNRNPH2	28
HNRNPH3	28
HNRNPK	45
HNRNPL	60
HNRNPLL	60
HNRNPM	15
HNRNPR	7
HNRNPU	14
HNRNPUL1	14
HNRNPUL2	14
HOGA1	21
HOMER1	10
HOMER2	10
HOMER3	10
HOMEZ	16
HOOK1	44
HOOK2	44
HOOK3	44
HOPX	16
HORMAD1	48
HORMAD2	48
HOTS	30
HOXA10	4
HOXA11	32
HOXA13	32
HOXA2	4
HOXA3	38
HOXA4	32
HOXA5	4
HOXA6	4
HOXA7	4
HOXA9	4
HOXB1	10
HOXB13	4
HOXB2	10
HOXB3	32
HOXB4	4
HOXB5	4
HOXB6	4
HOXB7	4
HOXB8	4
HOXB9	4
HOXC10	4
HOXC11	32
HOXC12	4
HOXC13	4
HOXC4	32
HOXC5	4
HOXC6	4
HOXC8	32
HOXC9	4
HOXD1	10
HOXD10	4
HOXD11	32
HOXD12	32
HOXD13	4
HOXD3	38
HOXD4	32
HOXD8	4
HOXD9	4
HP	22
HPCA	15
HPCAL1	7
HPCAL4	7
HPD	29
HPDL	29
HPF1	13
HPGD	7
HPGDS	24
HPN	22
HPR	22
HPRT1	8
HPS1	10
HPS3	1
HPS4	6
HPS5	13
HPS6	16
HPSE	32
HPSE2	32
HPX	6
HR	32
HRAS	7
HRC	1
HRCT1	9
HRG	16
HRH1	4
HRH2	4
HRH3	4
HRH4	4
HRK	9
HRNR	16
HROB	46
HS1BP3	1
HS2ST1	17
HS3ST1	17
HS3ST2	17
HS3ST3A1	17
HS3ST3B1	17
HS3ST4	17
HS3ST5	17
HS3ST6	17
HS6ST1	10
HS6ST2	10
HS6ST3	10
HSBP1	14
HSBP1L1	6
HSCB	3
HSD11B1	7
HSD11B1L	2
HSD11B2	3
HSD17B1	3
HSD17B10	7
HSD17B11	7
HSD17B12	3
HSD17B13	7
HSD17B14	7
HSD17B2	7
HSD17B3	3
HSD17B4	2
HSD17B6	7
HSD17B7	45
HSD17B8	3
HSD3B1	2
HSD3B2	2
HSD3B7	3
HSDL1	3
HSDL2	7
HSF1	45
HSF2	45
HSF2BP	1
HSF4	45
HSF5	45
HSFX1	44
HSFX2	44
HSFX3	45
HSFX4	45
HSFY1	44
HSFY2	44
HSH2D	10
HSP90AA1	7
HSP90AB1	7
HSP90B1	7
HSPA12A	1
HSPA12B	1
HSPA13	7
HSPA14	7
HSPA1A	7
HSPA1B	7
HSPA1L	7
HSPA2	7
HSPA4	7
HSPA4L	7
HSPA5	7
HSPA6	7
HSPA8	7
HSPA9	7
HSPB1	6
HSPB11	58
HSPB2	6
HSPB3	6
HSPB6	6
HSPB7	6
HSPB8	6
HSPB9	16
HSPBAP1	29
HSPBP1	46
HSPD1	7
HSPE1	3
HSPE1-MOB4	53
HSPG2	35
HSPH1	7
HTATIP2	40
HTATSF1	41
HTD2	14
HTN1	30
HTN3	30
HTR1A	4
HTR1B	4
HTR1D	4
HTR1E	4
HTR1F	4
HTR2A	4
HTR2B	4
HTR2C	4
HTR3A	17
HTR3B	17
HTR3C	17
HTR3D	6
HTR3E	17
HTR4	4
HTR5A	4
HTR6	4
HTR7	4
HTRA1	45
HTRA2	45
HTRA3	45
HTRA4	45
HTT	10
HUNK	7
HUS1	44
HUS1B	44
HUWE1	7
HVCN1	48
HYAL1	6
HYAL2	6
HYAL3	6
HYAL4	6
HYDIN	56
HYI	6
HYKK	31
HYLS1	1
HYOU1	7
HYPK	44
IAH1	52
IAPP	16
IARS1	7
IARS2	7
IBA57	2
IBSP	9
IBTK	15
ICA1	4
ICA1L	4
ICAM1	16
ICAM2	16
ICAM3	16
ICAM4	9
ICAM5	4
ICE1	16
ICE2	1
ICMT	3
ICOS	16
ICOSLG	16
ID1	6
ID2	6
ID3	1
ID4	6
IDE	7
IDH1	2
IDH2	2
IDH3A	3
IDH3B	3
IDH3G	3
IDI1	3
IDI2	3
IDNK	39
IDO1	1
IDO2	1
IDS	11
IDUA	1
IER2	16
IER3	16
IER3IP1	39
IER5	16
IER5L	16
IFFO1	16
IFFO2	16
IFI16	9
IFI27	1
IFI27L1	1
IFI27L2	1
IFI30	55
IFI35	16
IFI44	9
IFI6	9
IFIH1	3
IFIT1	4
IFIT1B	13
IFIT2	16
IFIT3	1
IFIT5	6
IFITM1	16
IFITM10	16
IFITM2	16
IFITM3	16
IFITM5	16
IFNA1	9
IFNA10	9
IFNA13	9
IFNA14	9
IFNA16	9
IFNA17	9
IFNA2	9
IFNA21	9
IFNA4	9
IFNA5	9
IFNA6	9
IFNA7	9
IFNA8	9
IFNAR1	16
IFNAR2	16
IFNB1	9
IFNE	9
IFNG	16
IFNGR1	16
IFNGR2	16
IFNK	9
IFNL1	16
IFNL2	16
IFNL3	16
IFNLR1	16
IFNW1	9
IFRD1	46
IFRD2	46
IFT122	7
IFT140	56
IFT172	56
IFT20	56
IFT22	56
IFT27	7
IFT43	58
IFT46	56
IFT52	56
IFT57	56
IFT74	56
IFT80	7
IFT81	56
IFT88	7
IFTAP	16
IGBP1	59
IGDCC3	4
IGDCC4	31
IGF1	1
IGF1R	7
IGF2	1
IGF2BP1	45
IGF2BP2	45
IGF2BP3	45
IGF2R	38
IGFALS	3
IGFBP1	16
IGFBP2	16
IGFBP3	16
IGFBP4	16
IGFBP5	16
IGFBP6	16
IGFBP7	4
IGFBPL1	1
IGFL1	30
IGFL2	9
IGFL3	9
IGFL4	9
IGFLR1	9
IGFN1	55
IGHMBP2	7
IGIP	9
IGLL1	16
IGLL5	16
IGLON5	4
IGSF1	4
IGSF10	23
IGSF11	4
IGSF21	6
IGSF22	31
IGSF23	9
IGSF3	16
IGSF5	16
IGSF6	16
IGSF8	16
IGSF9	4
IGSF9B	4
IHH	6
IK	49
IKBIP	9
IKBKB	7
IKBKE	7
IKBKG	1
IKZF1	53
IKZF2	53
IKZF3	53
IKZF4	53
IKZF5	53
IL10	16
IL10RA	16
IL10RB	16
IL11	16
IL11RA	16
IL12A	9
IL12B	16
IL12RB1	16
IL12RB2	4
IL13	9
IL13RA1	16
IL13RA2	16
IL15	9
IL15RA	16
IL16	10
IL17A	16
IL17B	1
IL17C	1
IL17D	1
IL17F	16
IL17RA	1
IL17RB	16
IL17RC	16
IL17RD	16
IL17RE	16
IL17REL	16
IL18	16
IL18BP	16
IL18R1	6
IL18RAP	6
IL19	16
IL1A	9
IL1B	16
IL1F10	16
IL1R1	6
IL1R2	4
IL1RAP	6
IL1RAPL1	6
IL1RAPL2	6
IL1RL1	4
IL1RL2	16
IL1RN	16
IL2	9
IL20	16
IL20RA	16
IL20RB	16
IL21	9
IL21R	16
IL22	16
IL22RA1	16
IL22RA2	16
IL23A	9
IL23R	16
IL24	16
IL25	1
IL26	16
IL27	9
IL27RA	16
IL2RA	9
IL2RB	16
IL2RG	16
IL3	30
IL31	9
IL31RA	6
IL32	30
IL33	9
IL34	16
IL36A	16
IL36B	9
IL36G	9
IL36RN	16
IL37	9
IL3RA	16
IL4	9
IL4I1	14
IL4R	16
IL5	9
IL5RA	16
IL6	16
IL6R	16
IL6ST	10
IL7	9
IL7R	16
IL9	9
IL9R	16
ILDR1	16
ILDR2	16
ILF2	4
ILF3	4
ILK	7
ILKAP	7
ILRUN	55
ILVBL	2
IMMP1L	26
IMMP2L	45
IMMT	38
IMP3	7
IMP4	7
IMPA1	3
IMPA2	3
IMPACT	3
BPNT2	24
IMPDH1	2
IMPDH2	2
IMPG1	16
IMPG2	1
INA	6
INAFM1	16
INAFM2	6
INAVA	1
INCA1	9
INCENP	4
INF2	7
ING1	26
ING2	26
ING3	26
ING4	26
ING5	26
INHA	4
INHBA	4
INHBB	4
INHBC	4
INHBE	4
INIP	16
INKA1	16
INKA2	16
INMT	16
INO80	7
INO80B	32
INO80C	25
INO80D	1
INO80E	4
INPP1	13
INPP4A	17
INPP4B	17
INPP5A	17
INPP5B	7
INPP5D	7
INPP5E	7
INPP5F	7
INPP5J	7
INPP5K	7
INPPL1	7
INS	16
INS-IGF2	16
INSC	6
INSIG1	1
INSIG2	1
INSL3	9
INSL4	30
INSL5	16
INSL6	9
INSM1	4
INSM2	4
INSR	7
INSRR	7
INSYN1	16
INSYN2A	16
INSYN2B	16
INTS1	13
INTS10	4
INTS11	7
INTS12	4
INTS13	4
INTS14	38
INTS2	38
INTS3	46
INTS4	32
INTS5	4
INTS6	33
INTS6L	33
INTS7	46
INTS8	13
INTS9	7
INTU	4
INVS	7
IP6K1	7
IP6K2	7
IP6K3	7
IPCEF1	44
IPMK	3
IPO11	3
IPO13	45
IPO4	7
IPO5	7
IPO7	7
IPO8	7
IPO9	2
IPP	49
IPPK	46
IQANK1	1
IQCA1	7
IQCA1L	7
IQCB1	1
IQCC	16
IQCD	58
IQCE	1
IQCF1	9
IQCF2	9
IQCF3	9
IQCF5	9
IQCF6	9
IQCG	58
IQCH	56
IQCJ	16
IQCJ-SCHIP1	6
IQCK	4
IQCM	1
IQCN	4
IQGAP1	20
IQGAP2	20
IQGAP3	20
IQSEC1	7
IQSEC2	7
IQSEC3	7
IQUB	56
IRAK1	7
IRAK1BP1	1
IRAK2	7
IRAK3	7
IRAK4	7
IREB2	2
IRF1	1
IRF2	1
IRF2BP1	6
IRF2BP2	6
IRF2BPL	6
IRF3	1
IRF4	1
IRF5	1
IRF6	1
IRF7	1
IRF8	1
IRF9	1
IRGC	16
IRGM	16
IRGQ	16
IRS1	4
IRS2	4
IRS4	4
IRX1	45
IRX2	45
IRX3	45
IRX4	45
IRX5	45
IRX6	45
ISCA1	7
ISCA2	7
ISCU	7
ISG15	7
ISG20	7
ISG20L2	7
ISL1	20
ISL2	20
ISLR	23
ISLR2	29
ISM1	1
ISM2	1
ISOC1	33
ISOC2	33
IST1	3
ISX	38
ISY1	26
ISY1-RAB43	26
ISYNA1	3
ITCH	7
ITFG1	35
ITFG2	44
ITGA1	10
ITGA10	10
ITGA11	10
ITGA2	10
ITGA2B	38
ITGA3	4
ITGA4	38
ITGA5	38
ITGA6	38
ITGA7	10
ITGA8	38
ITGA9	38
ITGAD	10
ITGAE	10
ITGAL	10
ITGAM	10
ITGAV	38
ITGAX	10
ITGB1	10
ITGB1BP1	1
ITGB1BP2	8
ITGB2	10
ITGB3	10
ITGB3BP	16
ITGB4	35
ITGB5	10
ITGB6	10
ITGB7	10
ITGB8	10
ITGBL1	35
ITIH1	12
ITIH2	12
ITIH3	12
ITIH4	12
ITIH5	32
ITIH6	12
ITK	7
ITLN1	1
ITLN2	1
ITM2A	6
ITM2B	6
ITM2C	6
ITPA	7
ITPK1	14
ITPKA	35
ITPKB	35
ITPKC	35
ITPR1	33
ITPR2	33
ITPR3	33
ITPRID1	16
ITPRID2	6
ITPRIP	16
ITPRIPL1	16
ITPRIPL2	16
ITSN1	15
ITSN2	15
IVD	29
IVL	1
IVNS1ABP	49
IWS1	26
IYD	6
IZUMO1	16
IZUMO1R	1
IZUMO2	9
IZUMO3	16
IZUMO4	9
JADE1	26
JADE2	26
JADE3	26
JAG1	24
JAG2	24
JAGN1	10
JAK1	7
JAK2	7
JAK3	7
JAKMIP1	1
JAKMIP2	1
JAKMIP3	4
JAM2	4
JAM3	4
JAML	1
JARID2	26
JAZF1	43
JCAD	16
JCHAIN	16
JDP2	6
JHY	1
JKAMP	10
JMJD1C	32
JMJD4	29
JMJD6	29
JMJD7	29
JMJD7-PLA2G4B	2
JMJD8	29
JMY	1
JOSD1	14
JOSD2	14
JPH1	8
JPH2	8
JPH3	8
JPH4	8
JPT1	16
JPT2	16
JRK	13
JRKL	13
JSRP1	9
JTB	4
JUN	38
JUNB	38
JUND	38
JUP	59
KAAG1	30
KALRN	7
KANK1	7
KANK2	7
KANK3	7
KANK4	41
KANSL1	10
KANSL1L	10
KANSL2	1
KANSL3	32
KARS1	7
KAT14	38
KAT2B	7
KAT5	7
KAT6A	7
KAT6B	7
KAT7	7
KAT8	7
KATNA1	7
KATNAL1	7
KATNAL2	7
KATNB1	7
KATNBL1	1
KAZALD1	6
KAZN	10
KBTBD11	55
KBTBD12	49
KBTBD13	55
KBTBD2	49
KBTBD3	14
KBTBD4	49
KBTBD6	14
KBTBD7	14
KBTBD8	49
KCMF1	38
KCNA1	14
KCNA10	14
KCNA2	14
KCNA3	14
KCNA4	14
KCNA5	14
KCNA6	14
KCNA7	14
KCNAB1	7
KCNAB2	3
KCNAB3	3
KCNB1	14
KCNB2	14
KCNC1	14
KCNC2	14
KCNC3	14
KCNC4	14
KCND1	14
KCND2	14
KCND3	14
KCNE1	16
KCNE1B	16
KCNE2	16
KCNE3	16
KCNE4	16
KCNE5	9
KCNF1	14
KCNG1	14
KCNG2	14
KCNG3	14
KCNG4	14
KCNH1	14
KCNH2	14
KCNH3	14
KCNH4	14
KCNH5	14
KCNH6	14
KCNH7	14
KCNH8	14
KCNIP1	7
KCNIP2	7
KCNIP3	7
KCNIP4	7
KCNJ1	31
KCNJ10	31
KCNJ11	31
KCNJ12	31
KCNJ13	31
KCNJ14	31
KCNJ15	31
KCNJ16	31
KCNJ18	31
KCNJ2	31
KCNJ3	31
KCNJ4	31
KCNJ5	31
KCNJ6	31
KCNJ8	31
KCNJ9	31
KCNK1	4
KCNK10	51
KCNK12	51
KCNK13	51
KCNK15	51
KCNK16	51
KCNK17	51
KCNK18	10
KCNK2	51
KCNK3	51
KCNK4	51
KCNK5	51
KCNK6	51
KCNK7	4
KCNK9	51
KCNMA1	8
KCNMB1	16
KCNMB2	16
KCNMB3	16
KCNMB4	16
KCNN1	13
KCNN2	13
KCNN3	13
KCNN4	13
KCNQ1	14
KCNQ2	14
KCNQ3	14
KCNQ4	14
KCNQ5	14
KCNRG	60
KCNS1	14
KCNS2	14
KCNS3	14
KCNT1	8
KCNT2	8
KCNU1	8
KCNV1	14
KCNV2	14
KCP	4
KCTD1	60
KCTD10	60
KCTD11	60
KCTD12	60
KCTD13	60
KCTD14	60
KCTD15	60
KCTD16	60
KCTD17	60
KCTD18	60
KCTD19	10
KCTD2	60
KCTD20	10
KCTD21	60
KCTD3	60
KCTD4	60
KCTD5	60
KCTD6	60
KCTD7	60
KCTD8	60
KCTD9	60
KDELR1	7
KDELR2	7
KDELR3	7
KDF1	16
KDM1A	2
KDM1B	2
KDM2A	45
KDM2B	45
KDM3A	32
KDM3B	32
KDM4A	7
KDM4B	26
KDM4C	26
KDM4D	26
KDM4E	26
KDM5A	26
KDM5B	26
KDM5C	26
KDM5D	26
KDM6A	57
KDM6B	10
KDM7A	2
KDM8	29
KDR	7
KDSR	7
KEAP1	49
KEL	44
KERA	23
KHDC1	9
KHDC1L	9
KHDC3L	9
KHDC4	5
KHDRBS1	26
KHDRBS2	26
KHDRBS3	26
KHK	44
KHNYN	13
KHSRP	45
KIAA0040	16
KIAA0100	25
KIAA0232	1
KIAA0319	4
KIAA0319L	4
GARRE1	1
KIAA0408	16
KIAA0513	17
KATNIP	58
KIAA0586	16
KIAA0753	1
KIAA0754	4
KIAA0825	4
KIAA0895	1
KIAA0895L	1
KIAA0930	32
KIAA1109	20
KIAA1143	4
KIAA1191	16
KIAA1210	16
CRACDL	16
KIAA1217	6
CFAP92	58
ELAPOR1	17
ELAPOR2	17
KIAA1328	1
KIAA1522	16
KIAA1549	16
KIAA1549L	16
KIAA1586	48
KIAA1614	16
KIAA1671	16
KIAA1755	4
KIAA1841	56
KIAA1958	4
KIAA2012	4
KIAA2013	4
KIAA2026	13
KIDINS220	7
KIF11	7
KIF12	7
KIF13A	7
KIF13B	7
KIF14	7
KIF15	7
KIF16B	7
KIF17	7
KIF18A	7
KIF18B	7
KIF19	7
KIF1A	7
KIF1B	7
KIF1C	7
KIF20A	7
KIF20B	7
KIF21A	7
KIF21B	7
KIF22	7
KIF23	7
KIF24	7
KIF25	7
KIF26A	7
KIF26B	7
KIF27	7
KIF2A	7
KIF2B	7
KIF2C	7
KIF3A	7
KIF3B	7
KIF3C	7
KIF4A	7
KIF4B	7
KIF5A	7
KIF5B	7
KIF5C	7
KIF6	7
KIF7	7
KIF9	7
KIFAP3	56
KIFBP	56
KIFC1	7
KIFC2	7
KIFC3	7
KIN	26
KIR2DL1	9
KIR2DL2	9
KIR2DL3	9
KIR2DL4	16
KIR2DL5A	16
KIR2DL5B	16
KIR2DS1	9
KIR2DS2	9
KIR2DS3	9
KIR2DS4	9
KIR2DS5	9
KIR3DL1	16
KIR3DL2	16
KIR3DL3	16
KIR3DS1	16
KIRREL1	4
KIRREL2	4
KIRREL3	4
KISS1	16
KISS1R	4
KIT	7
KITLG	16
KIZ	1
KL	51
KLB	51
KLC1	8
KLC2	8
KLC3	8
KLC4	8
KLF1	53
KLF10	53
KLF11	53
KLF12	53
KLF13	53
KLF14	53
KLF15	53
KLF16	53
KLF17	53
KLF18	53
KLF2	53
KLF3	53
KLF4	53
KLF5	53
KLF6	53
KLF7	53
KLF8	53
KLF9	53
KLHDC1	7
KLHDC10	7
KLHDC2	7
KLHDC3	7
KLHDC4	15
KLHDC7A	55
KLHDC7B	55
KLHDC8A	49
KLHDC8B	55
KLHDC9	48
KLHL1	49
KLHL10	49
KLHL11	14
KLHL12	49
KLHL13	49
KLHL14	49
KLHL15	49
KLHL17	49
KLHL18	49
KLHL2	49
KLHL20	49
KLHL21	49
KLHL22	49
KLHL23	49
KLHL24	49
KLHL25	49
KLHL26	49
KLHL28	49
KLHL29	49
KLHL3	49
KLHL30	49
KLHL31	49
KLHL32	49
KLHL33	26
KLHL34	3
KLHL35	49
KLHL36	49
KLHL38	49
KLHL4	49
KLHL40	49
KLHL41	49
KLHL42	55
KLHL5	49
KLHL6	49
KLHL7	49
KLHL8	49
KLHL9	49
KLK1	22
KLK10	22
KLK11	22
KLK12	22
KLK13	22
KLK14	22
KLK15	22
KLK2	22
KLK3	22
KLK4	22
KLK5	22
KLK6	22
KLK7	22
KLK8	22
KLK9	22
KLKB1	22
KLLN	30
KLRB1	16
KLRC1	1
KLRC2	1
KLRC3	16
KLRC4	9
KLRD1	1
KLRF1	1
KLRF2	4
KLRG1	1
KLRG2	16
KLRK1	1
KMO	29
KMT2A	7
KMT2B	7
KMT2C	7
KMT2D	7
KMT2E	45
KMT5A	7
KMT5B	38
KMT5C	38
KNCN	9
KNDC1	20
KNG1	16
KNL1	16
KNOP1	16
KNSTRN	16
KNTC1	13
KPNA1	7
KPNA2	7
KPNA3	7
KPNA4	7
KPNA5	7
KPNA6	7
KPNA7	7
KPNB1	7
KPRP	9
KPTN	44
KRAS	7
KRBA1	16
KRBA2	1
KRBOX1	16
KRBOX4	16
KRCC1	16
KREMEN1	17
KREMEN2	17
KRI1	41
KRIT1	41
KRR1	7
KRT1	35
KRT10	12
KRT12	6
KRT13	6
KRT14	6
KRT15	6
KRT16	6
KRT17	6
KRT18	6
KRT19	6
KRT2	35
KRT20	6
KRT222	1
KRT23	6
KRT24	6
KRT25	6
KRT26	6
KRT27	6
KRT28	6
KRT3	35
KRT31	6
KRT32	6
KRT33A	6
KRT33B	6
KRT34	6
KRT35	6
KRT36	6
KRT37	4
KRT38	6
KRT39	6
KRT4	4
KRT40	6
KRT5	35
KRT6A	35
KRT6B	35
KRT6C	35
KRT7	6
KRT71	6
KRT72	6
KRT73	6
KRT74	6
KRT75	6
KRT76	35
KRT77	35
KRT78	6
KRT79	4
KRT8	6
KRT80	6
KRT81	6
KRT82	6
KRT83	6
KRT84	10
KRT85	6
KRT86	6
KRT9	6
KRTAP1-1	9
KRTAP1-3	9
KRTAP1-4	9
KRTAP1-5	9
KRTAP10-1	9
KRTAP10-10	9
KRTAP10-11	9
KRTAP10-12	9
KRTAP10-2	9
KRTAP10-3	9
KRTAP10-4	9
KRTAP10-5	9
KRTAP10-6	9
KRTAP10-7	9
KRTAP10-8	9
KRTAP10-9	9
KRTAP11-1	9
KRTAP12-1	9
KRTAP12-2	9
KRTAP12-3	9
KRTAP12-4	9
KRTAP13-1	9
KRTAP13-2	9
KRTAP13-3	9
KRTAP13-4	9
KRTAP15-1	9
KRTAP16-1	9
KRTAP17-1	30
KRTAP19-1	30
KRTAP19-2	30
KRTAP19-3	30
KRTAP19-4	30
KRTAP19-5	30
KRTAP19-6	30
KRTAP19-7	30
KRTAP19-8	30
KRTAP2-1	9
KRTAP2-2	9
KRTAP2-3	9
KRTAP2-4	9
KRTAP20-1	30
KRTAP20-2	30
KRTAP20-3	30
KRTAP20-4	30
KRTAP21-1	30
KRTAP21-2	30
KRTAP21-3	30
KRTAP22-1	30
KRTAP22-2	30
KRTAP23-1	30
KRTAP24-1	9
KRTAP25-1	30
KRTAP26-1	9
KRTAP27-1	9
KRTAP29-1	9
KRTAP3-1	9
KRTAP3-2	9
KRTAP3-3	9
KRTAP4-1	9
KRTAP4-11	9
KRTAP4-12	9
KRTAP4-2	9
KRTAP4-3	1
KRTAP4-4	9
KRTAP4-5	9
KRTAP4-6	9
KRTAP4-7	9
KRTAP4-8	9
KRTAP4-9	9
KRTAP5-1	30
KRTAP5-10	30
KRTAP5-11	9
KRTAP5-2	9
KRTAP5-3	9
KRTAP5-4	9
KRTAP5-5	9
KRTAP5-6	30
KRTAP5-7	30
KRTAP5-8	9
KRTAP5-9	30
KRTAP6-1	30
KRTAP6-2	30
KRTAP6-3	30
KRTAP7-1	9
KRTAP8-1	9
KRTAP9-1	9
KRTAP9-2	9
KRTAP9-3	9
KRTAP9-4	9
KRTAP9-6	9
KRTAP9-7	9
KRTAP9-8	9
KRTAP9-9	9
KRTCAP3	16
KRTDAP	9
KSR1	7
KSR2	7
KTI12	45
KTN1	1
KXD1	32
KY	38
KYAT1	3
KYAT3	3
KYNU	34
L1CAM	31
L1TD1	16
L2HGDH	41
L3HYPDH	1
L3MBTL1	10
L3MBTL2	10
L3MBTL3	10
L3MBTL4	10
LACC1	16
LACRT	30
LACTB	1
LACTB2	8
LACTBL1	1
LAD1	16
LAG3	6
LAGE3	4
LAIR1	9
LAIR2	9
LALBA	6
LAMA1	12
LAMA2	7
LAMA3	2
LAMA4	35
LAMA5	41
LAMB1	12
LAMB2	35
LAMB3	10
LAMB4	35
LAMC1	35
LAMC2	13
LAMC3	24
LAMP1	4
LAMP2	4
LAMP3	4
LAMP5	1
LAMTOR1	4
LAMTOR2	44
LAMTOR3	44
LAMTOR4	6
LAMTOR5	1
LANCL1	28
LANCL2	28
LANCL3	28
LAP3	8
LAPTM4A	6
LAPTM4B	6
LAPTM5	1
LARGE1	31
LARGE2	31
LARP1	3
LARP1B	3
LARP4	5
LARP4B	5
LARP6	3
LARP7	7
LARS1	7
LARS2	7
LAS1L	3
LASP1	57
LAT	9
LAT2	9
LATS1	7
LATS2	7
LAX1	9
LAYN	17
LBH	16
LBHD1	9
LBHD2	16
LBP	48
LBR	2
LBX1	32
LBX2	32
LCA5	6
LCA5L	4
LCAT	3
LCE1A	30
LCE1B	30
LCE1C	30
LCE1D	30
LCE1E	30
LCE1F	30
LCE2A	30
LCE2B	30
LCE2C	30
LCE2D	30
LCE3A	30
LCE3B	30
LCE3C	30
LCE3D	30
LCE3E	30
LCE4A	30
LCE5A	30
LCE6A	9
LCK	7
LCLAT1	57
LCMT1	7
LCMT2	15
LCN1	16
LCN10	9
LCN12	16
LCN15	16
LCN2	16
LCN6	9
LCN8	9
LCN9	9
LCNL1	16
LCOR	16
LCORL	16
LCP1	57
LCP2	6
LCT	51
LCTL	51
LDAH	37
LDB1	4
LDB2	10
LDB3	20
LDHA	15
LDHAL6A	15
LDHAL6B	15
LDHB	15
LDHC	15
LDHD	2
LDLR	19
LDLRAD1	4
LDLRAD2	1
LDLRAD3	4
LDLRAD4	1
LDLRAP1	10
LDOC1	9
LEAP2	16
LECT2	9
LEF1	38
LEFTY1	4
LEFTY2	4
LEKR1	1
LELP1	9
LEMD1	16
LEMD2	4
LEMD3	5
LENEP	9
LENG1	38
LENG9	1
LEO1	45
LEP	16
LEPR	16
LEPROT	43
LEPROTL1	43
LETM1	26
LETM2	26
LETMD1	45
LEUTX	30
LEXM	1
LFNG	6
LGALS1	1
LGALS12	6
LGALS13	16
LGALS14	16
LGALS16	6
LGALS2	6
LGALS3	6
LGALS3BP	18
LGALS4	6
LGALS7	6
LGALS7B	6
LGALS8	6
LGALS9	13
LGALS9B	13
LGALS9C	6
LGALSL	6
LGI1	13
LGI2	13
LGI3	10
LGI4	10
LGMN	15
LGR4	3
LGR5	7
LGR6	7
LGSN	42
LHCGR	10
LHFPL1	4
LHFPL2	10
LHFPL3	4
LHFPL4	4
LHFPL5	4
LHFPL6	4
LHPP	29
LHX1	34
LHX2	20
LHX3	57
LHX4	57
LHX5	34
LHX6	20
LHX8	20
LHX9	20
LIAS	2
LIF	16
LIFR	4
LIG1	7
LIG3	7
LIG4	7
LILRA1	16
LILRA2	16
LILRA3	16
LILRA4	16
LILRA5	16
LILRA6	16
LILRB1	16
LILRB2	16
LILRB3	16
LILRB4	16
LILRB5	16
LIM2	16
LIMA1	5
LIMCH1	44
LIMD1	20
LIMD2	5
LIME1	9
LIMK1	7
LIMK2	7
LIMS1	20
LIMS2	20
LIMS3	4
LIMS4	20
LIN28A	21
LIN28B	21
LIN37	4
LIN52	4
LIN54	14
LIN7A	10
LIN7B	10
LIN7C	10
LIN9	14
LINC01638	30
LINC02767	30
LINC02801	30
LINGO1	3
LINGO2	3
LINGO3	3
LINGO4	3
LINS1	1
LIPA	59
LIPC	4
LIPE	29
LIPF	59
LIPG	4
LIPH	4
LIPI	4
LIPJ	59
LIPK	59
LIPM	59
LIPN	59
LIPT1	36
LIPT2	2
LITAF	35
LITAFD	4
LIX1	6
LIX1L	6
